draft_year,Rk,Pk,Tm,Player,College,Yrs,G,MP_total,PTS_total,TRB_total,AST_total,FG_pct,3P_pct,FT_pct,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per48,BPM,VORP,reason
1956,64.0,64.0,ROC,Dan Mannix,St. Francis College,,,,,,,,,,,,,,,,,,no career
1956,65.0,65.0,STL,Jim Reed,Texas Tech,,,,,,,,,,,,,,,,,,no career
1956,66.0,66.0,MNL,Jim Springer,Gustavus Adolphus,,,,,,,,,,,,,,,,,,no career
1956,67.0,67.0,NYK,Dick Miller,Wisconsin,,,,,,,,,,,,,,,,,,no career
1956,68.0,68.0,SYR,Dick Julio,University of Massachusetts Dartmouth,,,,,,,,,,,,,,,,,,no career
1956,69.0,69.0,BOS,Jim Houston,Brandeis University,,,,,,,,,,,,,,,,,,no career
1956,70.0,70.0,PHW,Ronald Clark,Springfield College,,,,,,,,,,,,,,,,,,no career
1956,71.0,71.0,ROC,Jerry Moreman,Louisville,,,,,,,,,,,,,,,,,,no career
1956,72.0,72.0,STL,Herschel Pedersen,BYU,,,,,,,,,,,,,,,,,,no career
1956,73.0,73.0,MNL,Phil Grawemeyer,Kentucky,,,,,,,,,,,,,,,,,,no career
1956,74.0,74.0,NYK,Howie Crittenden,Murray State,,,,,,,,,,,,,,,,,,no career
1956,76.0,76.0,BOS,Theophilus Lloyd,Maryland,,,,,,,,,,,,,,,,,,no career
1956,77.0,77.0,ROC,Gene Carpenter,Texas Tech,,,,,,,,,,,,,,,,,,no career
1956,78.0,78.0,STL,Wally Choice,Indiana,,,,,,,,,,,,,,,,,,no career
1956,79.0,79.0,MNL,Robert Hodgson,Wichita State,,,,,,,,,,,,,,,,,,no career
1956,80.0,80.0,NYK,Dick Miani,Miami (FL),,,,,,,,,,,,,,,,,,no career
1956,81.0,81.0,SYR,Willie Bergines,West Virginia,,,,,,,,,,,,,,,,,,no career
1956,82.0,82.0,STL,Ed Huse,Wyoming,,,,,,,,,,,,,,,,,,no career
1956,83.0,83.0,MNL,Carl Widseth,Tennessee,,,,,,,,,,,,,,,,,,no career
1956,84.0,84.0,NYK,Ed Petrie,Seton Hall,,,,,,,,,,,,,,,,,,no career
1956,85.0,85.0,SYR,Dick Kenyon,LeMoyne College,,,,,,,,,,,,,,,,,,no career
1956,86.0,86.0,STL,Arthur Helms,Houston,,,,,,,,,,,,,,,,,,no career
1956,87.0,87.0,MNL,John Patzwald,Gustavus Adolphus,,,,,,,,,,,,,,,,,,no career
1956,88.0,88.0,NYK,Toby Roybal,New Mexico,,,,,,,,,,,,,,,,,,no career
1956,89.0,89.0,SYR,Milt Graham,Colgate,,,,,,,,,,,,,,,,,,no career
1956,90.0,90.0,STL,Junior Morgan,Duke,,,,,,,,,,,,,,,,,,no career
1956,92.0,92.0,SYR,Chuck Rolles,Cornell,,,,,,,,,,,,,,,,,,no career
1957,10.0,10.0,DET,Bob McCoy,Grambling State University,,,,,,,,,,,,,,,,,,no career
1957,11.0,11.0,MNL,Harvey Schmidt,Illinois,,,,,,,,,,,,,,,,,,no career
1957,14.0,14.0,PHW,Jack Sullivan,Mount St. Mary's University,,,,,,,,,,,,,,,,,,no career
1957,15.0,15.0,SYR,Jim Morgan,Louisville,,,,,,,,,,,,,,,,,,no career
1957,16.0,16.0,BOS,Dick O'Neal,TCU,,,,,,,,,,,,,,,,,,no career
1957,19.0,19.0,MNL,Jim Spivey,Southeastern Oklahoma State University,,,,,,,,,,,,,,,,,,no career
1957,20.0,20.0,STL,John Smyth,Notre Dame,,,,,,,,,,,,,,,,,,no career
1957,21.0,21.0,NYK,Gary Clark,Syracuse,,,,,,,,,,,,,,,,,,no career
1957,22.0,22.0,PHW,Angelo Lombardo,Manhattan University,,,,,,,,,,,,,,,,,,no career
1957,23.0,23.0,SYR,Vince Cohen,Syracuse,,,,,,,,,,,,,,,,,,no career
1957,24.0,24.0,BOS,Chuck Schramm,Western Illinois University,,,,,,,,,,,,,,,,,,no career
1957,25.0,25.0,CIN,Jed Dommeyer,Minnesota,,,,,,,,,,,,,,,,,,no career
1957,26.0,26.0,DET,Kurt Engelbert,Saint Joseph's,,,,,,,,,,,,,,,,,,no career
1957,28.0,28.0,STL,Hank Nowak,Canisius,,,,,,,,,,,,,,,,,,no career
1957,29.0,29.0,NYK,Rayford Wells,Lenoir-Rhyne College,,,,,,,,,,,,,,,,,,no career
1957,31.0,31.0,SYR,Jerry Mallett,Baylor,,,,,,,,,,,,,,,,,,no career
1957,32.0,32.0,BOS,Jim Ashmore,Mississippi State,,,,,,,,,,,,,,,,,,no career
1957,33.0,33.0,CIN,Stuart Murray,Lafayette College,,,,,,,,,,,,,,,,,,no career
1957,34.0,34.0,DET,Ron Kramer,Michigan,,,,,,,,,,,,,,,,,,no career
1957,35.0,35.0,MNL,Gary Thompson,Iowa State,,,,,,,,,,,,,,,,,,no career
1957,36.0,36.0,STL,Al Rochelle,Vanderbilt,,,,,,,,,,,,,,,,,,no career
1957,37.0,37.0,NYK,Lee Marshall,Washington & Lee University,,,,,,,,,,,,,,,,,,no career
1957,38.0,38.0,PHW,Jim Radcliffe,Lafayette College,,,,,,,,,,,,,,,,,,no career
1957,39.0,39.0,SYR,Frank Nimmo,Cincinnati,,,,,,,,,,,,,,,,,,no career
1957,40.0,40.0,BOS,Grady Wallace,South Carolina,,,,,,,,,,,,,,,,,,no career
1957,41.0,41.0,CIN,John Maglio,NC State,,,,,,,,,,,,,,,,,,no career
1957,42.0,42.0,DET,Walt Adamushko,St. Francis College,,,,,,,,,,,,,,,,,,no career
1957,43.0,43.0,MNL,Phil Murrell,Drake University,,,,,,,,,,,,,,,,,,no career
1957,44.0,44.0,STL,Raymond Downs,Texas,,,,,,,,,,,,,,,,,,no career
1957,45.0,45.0,NYK,Jim Humphrey,Saint Michael's College,,,,,,,,,,,,,,,,,,no career
1957,46.0,46.0,PHW,Alonzo Lewis,La Salle,,,,,,,,,,,,,,,,,,no career
1957,47.0,47.0,SYR,Lyndon Lee,Oklahoma City University,,,,,,,,,,,,,,,,,,no career
1957,49.0,49.0,CIN,Chet Forte,Columbia University,,,,,,,,,,,,,,,,,,no career
1957,50.0,50.0,DET,Carl Boldt,San Francisco,,,,,,,,,,,,,,,,,,no career
1957,51.0,51.0,MNL,George Ferguson,Michigan,,,,,,,,,,,,,,,,,,no career
1957,52.0,52.0,STL,Mason Cope,Kentucky Wesleyan College,,,,,,,,,,,,,,,,,,no career
1957,53.0,53.0,PHW,Max Jameson,Kentucky State University,,,,,,,,,,,,,,,,,,no career
1957,54.0,54.0,SYR,Dick Gaines,Seton Hall,,,,,,,,,,,,,,,,,,no career
1957,55.0,55.0,BOS,Dick Brott,Denver,,,,,,,,,,,,,,,,,,no career
1957,56.0,56.0,CIN,Bob Daniels,Western Kentucky,,,,,,,,,,,,,,,,,,no career
1957,58.0,58.0,MNL,Jon Haaven,University of North Dakota,,,,,,,,,,,,,,,,,,no career
1957,59.0,59.0,STL,Bill Darragh,Louisville,,,,,,,,,,,,,,,,,,no career
1957,61.0,61.0,SYR,Cebe Price,Marshall,,,,,,,,,,,,,,,,,,no career
1957,62.0,62.0,BOS,Bill Von Weyhe,Rhode Island,,,,,,,,,,,,,,,,,,no career
1957,63.0,63.0,CIN,Dick Heise,DePaul,,,,,,,,,,,,,,,,,,no career
1957,64.0,64.0,DET,Bob Lazor,Pitt,,,,,,,,,,,,,,,,,,no career
1957,65.0,65.0,MNL,Jim Sutton,North Dakota State University,,,,,,,,,,,,,,,,,,no career
1957,66.0,66.0,STL,Calvin Grosscup,Tulane,,,,,,,,,,,,,,,,,,no career
1957,68.0,68.0,SYR,Jim Brown,Syracuse,,,,,,,,,,,,,,,,,,no career
1957,69.0,69.0,BOS,Joe Gibbon,Ole Miss,,,,,,,,,,,,,,,,,,no career
1957,70.0,70.0,CIN,Mel Wright,Oklahoma State,,,,,,,,,,,,,,,,,,no career
1957,71.0,71.0,MNL,Gordon Fosness,Dakota Wesleyan University,,,,,,,,,,,,,,,,,,no career
1957,72.0,72.0,STL,Bobby Mills,SMU,,,,,,,,,,,,,,,,,,no career
1957,73.0,73.0,PHW,Gerry Calvert,Kentucky,,,,,,,,,,,,,,,,,,no career
1957,75.0,75.0,BOS,Jack Butcher,Memphis,,,,,,,,,,,,,,,,,,no career
1957,76.0,76.0,CIN,Cliff Hafer,NC State,,,,,,,,,,,,,,,,,,no career
1957,77.0,77.0,STL,Gerald Dreier,Macalester College,,,,,,,,,,,,,,,,,,no career
1957,78.0,78.0,PHW,J.C. Gipson,,,,,,,,,,,,,,,,,,,no career
1957,79.0,79.0,BOS,Dick Neal,Indiana,,,,,,,,,,,,,,,,,,no career
1957,80.0,80.0,CIN,Jim Boothe,Xavier,,,,,,,,,,,,,,,,,,no career
1957,81.0,81.0,STL,Bob Seitz,NC State,,,,,,,,,,,,,,,,,,no career
1957,82.0,82.0,SYR,Jim Weeks,New York Institute of Technology,,,,,,,,,,,,,,,,,,no career
1957,83.0,83.0,BOS,Don Tobin,Florida Southern College,,,,,,,,,,,,,,,,,,no career
1957,84.0,84.0,STL,Ted Romanoff,Oregon State,,,,,,,,,,,,,,,,,,no career
1957,85.0,85.0,STL,Lavelle Langston,Northwestern State University,,,,,,,,,,,,,,,,,,no career
1958,12.0,12.0,NYK,Joe Quigg,UNC,,,,,,,,,,,,,,,,,,no career
1958,13.0,13.0,PHW,Lloyd Sharrar,West Virginia,,,,,,,,,,,,,,,,,,no career
1958,16.0,16.0,BOS,Jimmy Smith,Franciscan University of Steubenville,,,,,,,,,,,,,,,,,,no career
1958,19.0,19.0,DET,Roy DeWitz,Kansas State,,,,,,,,,,,,,,,,,,no career
1958,20.0,20.0,NYK,John Lee,Yale,,,,,,,,,,,,,,,,,,no career
1958,21.0,21.0,PHW,Frank Howard,Ohio State,,,,,,,,,,,,,,,,,,no career
1958,22.0,22.0,SYR,John Nacincik,Maryland,,,,,,,,,,,,,,,,,,no career
1958,24.0,24.0,BOS,Jim Cunningham,Fordham,,,,,,,,,,,,,,,,,,no career
1958,25.0,25.0,MNL,George Kline,Minnesota,,,,,,,,,,,,,,,,,,no career
1958,26.0,26.0,CIN,Phil Murrell,Drake University,,,,,,,,,,,,,,,,,,no career
1958,27.0,27.0,DET,Ralph Crosthwaite,Western Kentucky,,,,,,,,,,,,,,,,,,no career
1958,29.0,29.0,PHW,Temple Tucker,Rice University,,,,,,,,,,,,,,,,,,no career
1958,31.0,31.0,STL,Julius Pegues,Pitt,,,,,,,,,,,,,,,,,,no career
1958,32.0,32.0,BOS,Dom Flora,Washington & Lee University,,,,,,,,,,,,,,,,,,no career
1958,33.0,33.0,MNL,Quitman Sullins,Murray State,,,,,,,,,,,,,,,,,,no career
1958,34.0,34.0,CIN,Jim Fulmer,Alabama,,,,,,,,,,,,,,,,,,no career
1958,35.0,35.0,DET,Hank Morano,Saint Peter's College,,,,,,,,,,,,,,,,,,no career
1958,36.0,36.0,NYK,Don Lane,Dayton,,,,,,,,,,,,,,,,,,no career
1958,38.0,38.0,SYR,Fred Grim,Arkansas,,,,,,,,,,,,,,,,,,no career
1958,39.0,39.0,STL,Rick Herrscher,SMU,,,,,,,,,,,,,,,,,,no career
1958,40.0,40.0,BOS,Gene Brown,San Francisco,,,,,,,,,,,,,,,,,,no career
1958,41.0,41.0,MNL,Al Inniss,St. Francis College,,,,,,,,,,,,,,,,,,no career
1958,42.0,42.0,CIN,Jim McClellan,Saint Francis University,,,,,,,,,,,,,,,,,,no career
1958,44.0,44.0,NYK,Joe King,Oklahoma,,,,,,,,,,,,,,,,,,no career
1958,45.0,45.0,PHW,Bucky Allen,Duke,,,,,,,,,,,,,,,,,,no career
1958,46.0,46.0,SYR,Jack Mimlitz,Saint Louis,,,,,,,,,,,,,,,,,,no career
1958,47.0,47.0,STL,John Crawford,Iowa State,,,,,,,,,,,,,,,,,,no career
1958,48.0,48.0,BOS,Dave Keleher,Morehead State University,,,,,,,,,,,,,,,,,,no career
1958,49.0,49.0,MNL,Jim Bond,Point Loma Nazarene,,,,,,,,,,,,,,,,,,no career
1958,51.0,51.0,DET,Ed Blair,Western Michigan,,,,,,,,,,,,,,,,,,no career
1958,52.0,52.0,NYK,Owen Lawson,Western Kentucky,,,,,,,,,,,,,,,,,,no career
1958,53.0,53.0,PHW,Jay Norman,Temple,,,,,,,,,,,,,,,,,,no career
1958,54.0,54.0,SYR,Pete Tillotson,Michigan,,,,,,,,,,,,,,,,,,no career
1958,55.0,55.0,STL,Ken Sidle,Ohio State,,,,,,,,,,,,,,,,,,no career
1958,56.0,56.0,BOS,Rudy Finderson,Brandeis University,,,,,,,,,,,,,,,,,,no career
1958,57.0,57.0,MNL,Ed Brinkley,Clemson,,,,,,,,,,,,,,,,,,no career
1958,58.0,58.0,CIN,Bob Mantz,Lafayette College,,,,,,,,,,,,,,,,,,no career
1958,59.0,59.0,DET,Jack Quiggle,Michigan State,,,,,,,,,,,,,,,,,,no career
1958,60.0,60.0,NYK,Milt Kane,Utah,,,,,,,,,,,,,,,,,,no career
1958,62.0,62.0,SYR,Ruell Tucker,Rockhurst University,,,,,,,,,,,,,,,,,,no career
1958,63.0,63.0,STL,Bruno Boin,Washington,,,,,,,,,,,,,,,,,,no career
1958,64.0,64.0,MNL,Joe Hobbs,Florida,,,,,,,,,,,,,,,,,,no career
1958,66.0,66.0,DET,Harry Marske,North Dakota State University,,,,,,,,,,,,,,,,,,no career
1958,67.0,67.0,NYK,John McCarthy,Notre Dame,,,,,,,,,,,,,,,,,,no career
